Taxonomy,Sample,Abundance,basin,Phylum,Class,Order,Family,Core,Depth
Bacteria;Zixibacteria;(Zixibacteria);(Zixibacteria),Med_1216,38,Mediterranean,Bacteria,Zixibacteria,(Zixibacteria),(Zixibacteria),1,12-16 cm
Bacteria;Zixibacteria;(Zixibacteria);(Zixibacteria),CS_2_3235,15,Caspian,Bacteria,Zixibacteria,(Zixibacteria),(Zixibacteria),2,32-35 cm
Bacteria;Zixibacteria;(Zixibacteria);(Zixibacteria),Med_1620,46,Mediterranean,Bacteria,Zixibacteria,(Zixibacteria),(Zixibacteria),1,16-20 cm
Bacteria;Zixibacteria;(Zixibacteria);(Zixibacteria),CS_2_48,13,Caspian,Bacteria,Zixibacteria,(Zixibacteria),(Zixibacteria),2,4-8 cm
Bacteria;Zixibacteria;(Zixibacteria);(Zixibacteria),Med_2428,54,Mediterranean,Bacteria,Zixibacteria,(Zixibacteria),(Zixibacteria),1,24-28 cm
Bacteria;Zixibacteria;(Zixibacteria);(Zixibacteria),CS_2_812,23,Caspian,Bacteria,Zixibacteria,(Zixibacteria),(Zixibacteria),2,8-12 cm
Bacteria;Zixibacteria;(Zixibacteria);(Zixibacteria),Med_48,66,Mediterranean,Bacteria,Zixibacteria,(Zixibacteria),(Zixibacteria),1,4-8 cm
Bacteria;Zixibacteria;(Zixibacteria);(Zixibacteria),CS_48,25,Caspian,Bacteria,Zixibacteria,(Zixibacteria),(Zixibacteria),1,4-8 cm
Bacteria;Planctomycetota;Pla4 lineage;uncultured bacterium,CS_2_04,23,Caspian,Bacteria,Planctomycetota,Pla4 lineage,uncultured bacterium,2,0-4 cm
Bacteria;Planctomycetota;Pla4 lineage;uncultured bacterium,CS,28,Caspian,Bacteria,Planctomycetota,Pla4 lineage,uncultured bacterium,,
Bacteria;Planctomycetota;Pla4 lineage;uncultured bacterium,CS_2_1216,18,Caspian,Bacteria,Planctomycetota,Pla4 lineage,uncultured bacterium,2,12-16 cm
Bacteria;Planctomycetota;Pla4 lineage;uncultured bacterium,Med_04,6,Mediterranean,Bacteria,Planctomycetota,Pla4 lineage,uncultured bacterium,1,0-4 cm
Bacteria;Planctomycetota;Pla4 lineage;uncultured bacterium,CS_2_2024,17,Caspian,Bacteria,Planctomycetota,Pla4 lineage,uncultured bacterium,2,20-24 cm
Bacteria;Planctomycetota;Pla4 lineage;uncultured bacterium,Med_1216,8,Mediterranean,Bacteria,Planctomycetota,Pla4 lineage,uncultured bacterium,1,12-16 cm
Bacteria;Planctomycetota;Pla4 lineage;uncultured bacterium,CS_2_3235,11,Caspian,Bacteria,Planctomycetota,Pla4 lineage,uncultured bacterium,2,32-35 cm
Bacteria;Planctomycetota;Pla4 lineage;uncultured bacterium,Med_1620,22,Mediterranean,Bacteria,Planctomycetota,Pla4 lineage,uncultured bacterium,1,16-20 cm
Bacteria;Planctomycetota;Pla4 lineage;uncultured bacterium,CS_2_48,18,Caspian,Bacteria,Planctomycetota,Pla4 lineage,uncultured bacterium,2,4-8 cm
Bacteria;Planctomycetota;Pla4 lineage;uncultured bacterium,Med_2428,14,Mediterranean,Bacteria,Planctomycetota,Pla4 lineage,uncultured bacterium,1,24-28 cm
Bacteria;Planctomycetota;Pla4 lineage;uncultured bacterium,CS_2_812,33,Caspian,Bacteria,Planctomycetota,Pla4 lineage,uncultured bacterium,2,8-12 cm
Bacteria;Planctomycetota;Pla4 lineage;uncultured bacterium,Med_48,30,Mediterranean,Bacteria,Planctomycetota,Pla4 lineage,uncultured bacterium,1,4-8 cm
Bacteria;Planctomycetota;Pla4 lineage;uncultured bacterium,CS_48,14,Caspian,Bacteria,Planctomycetota,Pla4 lineage,uncultured bacterium,1,4-8 cm
Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales,CS_2_04,22,Caspian,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,2,0-4 cm
Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales,CS,50,Caspian,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,,
Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales,CS_2_1216,34,Caspian,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,2,12-16 cm
Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales,Med_04,42,Mediterranean,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,1,0-4 cm
Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales,CS_2_2024,15,Caspian,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,2,20-24 cm
Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales,Med_1216,34,Mediterranean,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,1,12-16 cm
Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales,CS_2_3235,22,Caspian,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,2,32-35 cm
Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales,Med_1620,51,Mediterranean,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,1,16-20 cm
Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales,CS_2_48,17,Caspian,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,2,4-8 cm
Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales,Med_2428,45,Mediterranean,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,1,24-28 cm
Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales,CS_2_812,51,Caspian,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,2,8-12 cm
Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales,Med_48,63,Mediterranean,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,1,4-8 cm
Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales,CS_48,20,Caspian,Bacteria,Hydrogenedentes,Hydrogenedentia,Hydrogenedentiales,1,4-8 cm
Bacteria;Desulfobacterota;(Desulfobacterota);(Desulfobacterota),CS_2_04,22,Caspian,Bacteria,Desulfobacterota,(Desulfobacterota),(Desulfobacterota),2,0-4 cm
Bacteria;Desulfobacterota;(Desulfobacterota);(Desulfobacterota),CS,37,Caspian,Bacteria,Desulfobacterota,(Desulfobacterota),(Desulfobacterota),,
Bacteria;Desulfobacterota;(Desulfobacterota);(Desulfobacterota),CS_2_1216,5,Caspian,Bacteria,Desulfobacterota,(Desulfobacterota),(Desulfobacterota),2,12-16 cm
Bacteria;Desulfobacterota;(Desulfobacterota);(Desulfobacterota),Med_04,26,Mediterranean,Bacteria,Desulfobacterota,(Desulfobacterota),(Desulfobacterota),1,0-4 cm
Bacteria;Desulfobacterota;(Desulfobacterota);(Desulfobacterota),CS_2_2024,25,Caspian,Bacteria,Desulfobacterota,(Desulfobacterota),(Desulfobacterota),2,20-24 cm
Bacteria;Desulfobacterota;(Desulfobacterota);(Desulfobacterota),Med_1216,20,Mediterranean,Bacteria,Desulfobacterota,(Desulfobacterota),(Desulfobacterota),1,12-16 cm
Bacteria;Desulfobacterota;(Desulfobacterota);(Desulfobacterota),CS_2_3235,22,Caspian,Bacteria,Desulfobacterota,(Desulfobacterota),(Desulfobacterota),2,32-35 cm
Bacteria;Desulfobacterota;(Desulfobacterota);(Desulfobacterota),Med_1620,37,Mediterranean,Bacteria,Desulfobacterota,(Desulfobacterota),(Desulfobacterota),1,16-20 cm
Bacteria;Desulfobacterota;(Desulfobacterota);(Desulfobacterota),CS_2_48,27,Caspian,Bacteria,Desulfobacterota,(Desulfobacterota),(Desulfobacterota),2,4-8 cm
Bacteria;Desulfobacterota;(Desulfobacterota);(Desulfobacterota),Med_2428,33,Mediterranean,Bacteria,Desulfobacterota,(Desulfobacterota),(Desulfobacterota),1,24-28 cm
Bacteria;Desulfobacterota;(Desulfobacterota);(Desulfobacterota),CS_2_812,35,Caspian,Bacteria,Desulfobacterota,(Desulfobacterota),(Desulfobacterota),2,8-12 cm
Bacteria;Desulfobacterota;(Desulfobacterota);(Desulfobacterota),Med_48,44,Mediterranean,Bacteria,Desulfobacterota,(Desulfobacterota),(Desulfobacterota),1,4-8 cm
Bacteria;Desulfobacterota;(Desulfobacterota);(Desulfobacterota),CS_48,23,Caspian,Bacteria,Desulfobacterota,(Desulfobacterota),(Desulfobacterota),1,4-8 cm
Bacteria;Gemmatimonadota;PAUC43f marine benthic group;uncultured bacterium,CS_2_04,22,Caspian,Bacteria,Gemmatimonadota,PAUC43f marine benthic group,uncultured bacterium,2,0-4 cm
Bacteria;Gemmatimonadota;PAUC43f marine benthic group;uncultured bacterium,CS,33,Caspian,Bacteria,Gemmatimonadota,PAUC43f marine benthic group,uncultured bacterium,,
Bacteria;Gemmatimonadota;PAUC43f marine benthic group;uncultured bacterium,CS_2_1216,50,Caspian,Bacteria,Gemmatimonadota,PAUC43f marine benthic group,uncultured bacterium,2,12-16 cm
Bacteria;Gemmatimonadota;PAUC43f marine benthic group;uncultured bacterium,Med_04,20,Mediterranean,Bacteria,Gemmatimonadota,PAUC43f marine benthic group,uncultured bacterium,1,0-4 cm
Bacteria;Gemmatimonadota;PAUC43f marine benthic group;uncultured bacterium,CS_2_2024,19,Caspian,Bacteria,Gemmatimonadota,PAUC43f marine benthic group,uncultured bacterium,2,20-24 cm
Bacteria;Gemmatimonadota;PAUC43f marine benthic group;uncultured bacterium,Med_1216,23,Mediterranean,Bacteria,Gemmatimonadota,PAUC43f marine benthic group,uncultured bacterium,1,12-16 cm
Bacteria;Gemmatimonadota;PAUC43f marine benthic group;uncultured bacterium,CS_2_3235,20,Caspian,Bacteria,Gemmatimonadota,PAUC43f marine benthic group,uncultured bacterium,2,32-35 cm
Bacteria;Gemmatimonadota;PAUC43f marine benthic group;uncultured bacterium,Med_1620,50,Mediterranean,Bacteria,Gemmatimonadota,PAUC43f marine benthic group,uncultured bacterium,1,16-20 cm
Bacteria;Gemmatimonadota;PAUC43f marine benthic group;uncultured bacterium,CS_2_48,35,Caspian,Bacteria,Gemmatimonadota,PAUC43f marine benthic group,uncultured bacterium,2,4-8 cm
Bacteria;Gemmatimonadota;PAUC43f marine benthic group;uncultured bacterium,Med_2428,63,Mediterranean,Bacteria,Gemmatimonadota,PAUC43f marine benthic group,uncultured bacterium,1,24-28 cm
Bacteria;Gemmatimonadota;PAUC43f marine benthic group;uncultured bacterium,CS_2_812,91,Caspian,Bacteria,Gemmatimonadota,PAUC43f marine benthic group,uncultured bacterium,2,8-12 cm
Bacteria;Gemmatimonadota;PAUC43f marine benthic group;uncultured bacterium,Med_48,28,Mediterranean,Bacteria,Gemmatimonadota,PAUC43f marine benthic group,uncultured bacterium,1,4-8 cm
Bacteria;Gemmatimonadota;PAUC43f marine benthic group;uncultured bacterium,CS_48,61,Caspian,Bacteria,Gemmatimonadota,PAUC43f marine benthic group,uncultured bacterium,1,4-8 cm
Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8,CS_2_04,22,Caspian,Bacteria,Proteobacteria,Gammaproteobacteria,BD7-8,2,0-4 cm
Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8,CS,NA,Caspian,Bacteria,Proteobacteria,Gammaproteobacteria,BD7-8,,
Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8,CS_2_1216,NA,Caspian,Bacteria,Proteobacteria,Gammaproteobacteria,BD7-8,2,12-16 cm
Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8,Med_04,NA,Mediterranean,Bacteria,Proteobacteria,Gammaproteobacteria,BD7-8,1,0-4 cm
Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8,CS_2_2024,NA,Caspian,Bacteria,Proteobacteria,Gammaproteobacteria,BD7-8,2,20-24 cm
Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8,Med_1216,NA,Mediterranean,Bacteria,Proteobacteria,Gammaproteobacteria,BD7-8,1,12-16 cm
Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8,CS_2_3235,NA,Caspian,Bacteria,Proteobacteria,Gammaproteobacteria,BD7-8,2,32-35 cm
Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8,Med_1620,9,Mediterranean,Bacteria,Proteobacteria,Gammaproteobacteria,BD7-8,1,16-20 cm
Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8,CS_2_48,NA,Caspian,Bacteria,Proteobacteria,Gammaproteobacteria,BD7-8,2,4-8 cm
Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8,Med_2428,1,Mediterranean,Bacteria,Proteobacteria,Gammaproteobacteria,BD7-8,1,24-28 cm
Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8,CS_2_812,1,Caspian,Bacteria,Proteobacteria,Gammaproteobacteria,BD7-8,2,8-12 cm
Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8,Med_48,NA,Mediterranean,Bacteria,Proteobacteria,Gammaproteobacteria,BD7-8,1,4-8 cm
Bacteria;Proteobacteria;Gammaproteobacteria;BD7-8,CS_48,NA,Caspian,Bacteria,Proteobacteria,Gammaproteobacteria,BD7-8,1,4-8 cm
Bacteria;MBNT15;(MBNT15);(MBNT15),CS_2_04,22,Caspian,Bacteria,MBNT15,(MBNT15),(MBNT15),2,0-4 cm
Bacteria;MBNT15;(MBNT15);(MBNT15),CS,41,Caspian,Bacteria,MBNT15,(MBNT15),(MBNT15),,
Bacteria;MBNT15;(MBNT15);(MBNT15),CS_2_1216,26,Caspian,Bacteria,MBNT15,(MBNT15),(MBNT15),2,12-16 cm
Bacteria;MBNT15;(MBNT15);(MBNT15),Med_04,51,Mediterranean,Bacteria,MBNT15,(MBNT15),(MBNT15),1,0-4 cm
Bacteria;MBNT15;(MBNT15);(MBNT15),CS_2_2024,46,Caspian,Bacteria,MBNT15,(MBNT15),(MBNT15),2,20-24 cm
Bacteria;MBNT15;(MBNT15);(MBNT15),Med_1216,37,Mediterranean,Bacteria,MBNT15,(MBNT15),(MBNT15),1,12-16 cm
Bacteria;MBNT15;(MBNT15);(MBNT15),CS_2_3235,26,Caspian,Bacteria,MBNT15,(MBNT15),(MBNT15),2,32-35 cm
Bacteria;MBNT15;(MBNT15);(MBNT15),Med_1620,64,Mediterranean,Bacteria,MBNT15,(MBNT15),(MBNT15),1,16-20 cm
Bacteria;MBNT15;(MBNT15);(MBNT15),CS_2_48,16,Caspian,Bacteria,MBNT15,(MBNT15),(MBNT15),2,4-8 cm
Bacteria;MBNT15;(MBNT15);(MBNT15),Med_2428,71,Mediterranean,Bacteria,MBNT15,(MBNT15),(MBNT15),1,24-28 cm
Bacteria;MBNT15;(MBNT15);(MBNT15),CS_2_812,32,Caspian,Bacteria,MBNT15,(MBNT15),(MBNT15),2,8-12 cm
Bacteria;MBNT15;(MBNT15);(MBNT15),Med_48,28,Mediterranean,Bacteria,MBNT15,(MBNT15),(MBNT15),1,4-8 cm
Bacteria;MBNT15;(MBNT15);(MBNT15),CS_48,27,Caspian,Bacteria,MBNT15,(MBNT15),(MBNT15),1,4-8 cm
Bacteria;Chloroflexi;Anaerolineae;(Anaerolineae),CS_2_04,21,Caspian,Bacteria,Chloroflexi,Anaerolineae,(Anaerolineae),2,0-4 cm
Bacteria;Chloroflexi;Anaerolineae;(Anaerolineae),CS,40,Caspian,Bacteria,Chloroflexi,Anaerolineae,(Anaerolineae),,
Bacteria;Chloroflexi;Anaerolineae;(Anaerolineae),CS_2_1216,21,Caspian,Bacteria,Chloroflexi,Anaerolineae,(Anaerolineae),2,12-16 cm
Bacteria;Chloroflexi;Anaerolineae;(Anaerolineae),Med_04,77,Mediterranean,Bacteria,Chloroflexi,Anaerolineae,(Anaerolineae),1,0-4 cm
Bacteria;Chloroflexi;Anaerolineae;(Anaerolineae),CS_2_2024,45,Caspian,Bacteria,Chloroflexi,Anaerolineae,(Anaerolineae),2,20-24 cm
Bacteria;Chloroflexi;Anaerolineae;(Anaerolineae),Med_1216,90,Mediterranean,Bacteria,Chloroflexi,Anaerolineae,(Anaerolineae),1,12-16 cm
Bacteria;Chloroflexi;Anaerolineae;(Anaerolineae),CS_2_3235,51,Caspian,Bacteria,Chloroflexi,Anaerolineae,(Anaerolineae),2,32-35 cm
Bacteria;Chloroflexi;Anaerolineae;(Anaerolineae),Med_1620,47,Mediterranean,Bacteria,Chloroflexi,Anaerolineae,(Anaerolineae),1,16-20 cm
Bacteria;Chloroflexi;Anaerolineae;(Anaerolineae),CS_2_48,76,Caspian,Bacteria,Chloroflexi,Anaerolineae,(Anaerolineae),2,4-8 cm
Bacteria;Chloroflexi;Anaerolineae;(Anaerolineae),Med_2428,46,Mediterranean,Bacteria,Chloroflexi,Anaerolineae,(Anaerolineae),1,24-28 cm
Bacteria;Chloroflexi;Anaerolineae;(Anaerolineae),CS_2_812,44,Caspian,Bacteria,Chloroflexi,Anaerolineae,(Anaerolineae),2,8-12 cm
Bacteria;Chloroflexi;Anaerolineae;(Anaerolineae),Med_48,57,Mediterranean,Bacteria,Chloroflexi,Anaerolineae,(Anaerolineae),1,4-8 cm
Bacteria;Chloroflexi;Anaerolineae;(Anaerolineae),CS_48,46,Caspian,Bacteria,Chloroflexi,Anaerolineae,(Anaerolineae),1,4-8 cm
Bacteria;Gemmatimonadota;BD2-11 terrestrial group;(BD2-11 terrestrial group),CS_2_04,21,Caspian,Bacteria,Gemmatimonadota,BD2-11 terrestrial group,(BD2-11 terrestrial group),2,0-4 cm
Bacteria;Gemmatimonadota;BD2-11 terrestrial group;(BD2-11 terrestrial group),CS,8,Caspian,Bacteria,Gemmatimonadota,BD2-11 terrestrial group,(BD2-11 terrestrial group),,
Bacteria;Gemmatimonadota;BD2-11 terrestrial group;(BD2-11 terrestrial group),CS_2_1216,66,Caspian,Bacteria,Gemmatimonadota,BD2-11 terrestrial group,(BD2-11 terrestrial group),2,12-16 cm
Bacteria;Gemmatimonadota;BD2-11 terrestrial group;(BD2-11 terrestrial group),Med_04,17,Mediterranean,Bacteria,Gemmatimonadota,BD2-11 terrestrial group,(BD2-11 terrestrial group),1,0-4 cm
Bacteria;Gemmatimonadota;BD2-11 terrestrial group;(BD2-11 terrestrial group),CS_2_2024,110,Caspian,Bacteria,Gemmatimonadota,BD2-11 terrestrial group,(BD2-11 terrestrial group),2,20-24 cm
Bacteria;Gemmatimonadota;BD2-11 terrestrial group;(BD2-11 terrestrial group),Med_1216,9,Mediterranean,Bacteria,Gemmatimonadota,BD2-11 terrestrial group,(BD2-11 terrestrial group),1,12-16 cm
Bacteria;Gemmatimonadota;BD2-11 terrestrial group;(BD2-11 terrestrial group),CS_2_3235,68,Caspian,Bacteria,Gemmatimonadota,BD2-11 terrestrial group,(BD2-11 terrestrial group),2,32-35 cm
Bacteria;Gemmatimonadota;BD2-11 terrestrial group;(BD2-11 terrestrial group),Med_1620,14,Mediterranean,Bacteria,Gemmatimonadota,BD2-11 terrestrial group,(BD2-11 terrestrial group),1,16-20 cm
Bacteria;Gemmatimonadota;BD2-11 terrestrial group;(BD2-11 terrestrial group),CS_2_48,117,Caspian,Bacteria,Gemmatimonadota,BD2-11 terrestrial group,(BD2-11 terrestrial group),2,4-8 cm
Bacteria;Gemmatimonadota;BD2-11 terrestrial group;(BD2-11 terrestrial group),Med_2428,28,Mediterranean,Bacteria,Gemmatimonadota,BD2-11 terrestrial group,(BD2-11 terrestrial group),1,24-28 cm
Bacteria;Gemmatimonadota;BD2-11 terrestrial group;(BD2-11 terrestrial group),CS_2_812,86,Caspian,Bacteria,Gemmatimonadota,BD2-11 terrestrial group,(BD2-11 terrestrial group),2,8-12 cm
Bacteria;Gemmatimonadota;BD2-11 terrestrial group;(BD2-11 terrestrial group),Med_48,18,Mediterranean,Bacteria,Gemmatimonadota,BD2-11 terrestrial group,(BD2-11 terrestrial group),1,4-8 cm
Bacteria;Gemmatimonadota;BD2-11 terrestrial group;(BD2-11 terrestrial group),CS_48,58,Caspian,Bacteria,Gemmatimonadota,BD2-11 terrestrial group,(BD2-11 terrestrial group),1,4-8 cm
Bacteria;Patescibacteria;Parcubacteria;(Parcubacteria),CS_2_04,21,Caspian,Bacteria,Patescibacteria,Parcubacteria,(Parcubacteria),2,0-4 cm
Bacteria;Patescibacteria;Parcubacteria;(Parcubacteria),CS,47,Caspian,Bacteria,Patescibacteria,Parcubacteria,(Parcubacteria),,
Bacteria;Patescibacteria;Parcubacteria;(Parcubacteria),CS_2_1216,24,Caspian,Bacteria,Patescibacteria,Parcubacteria,(Parcubacteria),2,12-16 cm
Bacteria;Patescibacteria;Parcubacteria;(Parcubacteria),Med_04,141,Mediterranean,Bacteria,Patescibacteria,Parcubacteria,(Parcubacteria),1,0-4 cm
Bacteria;Patescibacteria;Parcubacteria;(Parcubacteria),CS_2_2024,47,Caspian,Bacteria,Patescibacteria,Parcubacteria,(Parcubacteria),2,20-24 cm
Bacteria;Patescibacteria;Parcubacteria;(Parcubacteria),Med_1216,115,Mediterranean,Bacteria,Patescibacteria,Parcubacteria,(Parcubacteria),1,12-16 cm
Bacteria;Patescibacteria;Parcubacteria;(Parcubacteria),CS_2_3235,54,Caspian,Bacteria,Patescibacteria,Parcubacteria,(Parcubacteria),2,32-35 cm
Bacteria;Patescibacteria;Parcubacteria;(Parcubacteria),Med_1620,17,Mediterranean,Bacteria,Patescibacteria,Parcubacteria,(Parcubacteria),1,16-20 cm
Bacteria;Patescibacteria;Parcubacteria;(Parcubacteria),CS_2_48,81,Caspian,Bacteria,Patescibacteria,Parcubacteria,(Parcubacteria),2,4-8 cm
Bacteria;Patescibacteria;Parcubacteria;(Parcubacteria),Med_2428,16,Mediterranean,Bacteria,Patescibacteria,Parcubacteria,(Parcubacteria),1,24-28 cm
Bacteria;Patescibacteria;Parcubacteria;(Parcubacteria),CS_2_812,40,Caspian,Bacteria,Patescibacteria,Parcubacteria,(Parcubacteria),2,8-12 cm
Bacteria;Patescibacteria;Parcubacteria;(Parcubacteria),Med_48,58,Mediterranean,Bacteria,Patescibacteria,Parcubacteria,(Parcubacteria),1,4-8 cm
Bacteria;Patescibacteria;Parcubacteria;(Parcubacteria),CS_48,47,Caspian,Bacteria,Patescibacteria,Parcubacteria,(Parcubacteria),1,4-8 cm
Bacteria;Planctomycetota;Phycisphaerae;CCM11a,CS_2_04,21,Caspian,Bacteria,Planctomycetota,Phycisphaerae,CCM11a,2,0-4 cm
Bacteria;Planctomycetota;Phycisphaerae;CCM11a,CS,115,Caspian,Bacteria,Planctomycetota,Phycisphaerae,CCM11a,,
Bacteria;Planctomycetota;Phycisphaerae;CCM11a,CS_2_1216,87,Caspian,Bacteria,Planctomycetota,Phycisphaerae,CCM11a,2,12-16 cm
Bacteria;Planctomycetota;Phycisphaerae;CCM11a,Med_04,61,Mediterranean,Bacteria,Planctomycetota,Phycisphaerae,CCM11a,1,0-4 cm
Bacteria;Planctomycetota;Phycisphaerae;CCM11a,CS_2_2024,77,Caspian,Bacteria,Planctomycetota,Phycisphaerae,CCM11a,2,20-24 cm
Bacteria;Planctomycetota;Phycisphaerae;CCM11a,Med_1216,134,Mediterranean,Bacteria,Planctomycetota,Phycisphaerae,CCM11a,1,12-16 cm
Bacteria;Planctomycetota;Phycisphaerae;CCM11a,CS_2_3235,40,Caspian,Bacteria,Planctomycetota,Phycisphaerae,CCM11a,2,32-35 cm
Bacteria;Planctomycetota;Phycisphaerae;CCM11a,Med_1620,54,Mediterranean,Bacteria,Planctomycetota,Phycisphaerae,CCM11a,1,16-20 cm
Bacteria;Planctomycetota;Phycisphaerae;CCM11a,CS_2_48,28,Caspian,Bacteria,Planctomycetota,Phycisphaerae,CCM11a,2,4-8 cm
Bacteria;Planctomycetota;Phycisphaerae;CCM11a,Med_2428,49,Mediterranean,Bacteria,Planctomycetota,Phycisphaerae,CCM11a,1,24-28 cm
Bacteria;Planctomycetota;Phycisphaerae;CCM11a,CS_2_812,109,Caspian,Bacteria,Planctomycetota,Phycisphaerae,CCM11a,2,8-12 cm
Bacteria;Planctomycetota;Phycisphaerae;CCM11a,Med_48,181,Mediterranean,Bacteria,Planctomycetota,Phycisphaerae,CCM11a,1,4-8 cm
Bacteria;Planctomycetota;Phycisphaerae;CCM11a,CS_48,84,Caspian,Bacteria,Planctomycetota,Phycisphaerae,CCM11a,1,4-8 cm
Bacteria;Patescibacteria;Microgenomatia;Candidatus Woesebacteria,CS_2_04,20,Caspian,Bacteria,Patescibacteria,Microgenomatia,Candidatus Woesebacteria,2,0-4 cm
Bacteria;Patescibacteria;Microgenomatia;Candidatus Woesebacteria,CS,115,Caspian,Bacteria,Patescibacteria,Microgenomatia,Candidatus Woesebacteria,,
Bacteria;Patescibacteria;Microgenomatia;Candidatus Woesebacteria,CS_2_1216,47,Caspian,Bacteria,Patescibacteria,Microgenomatia,Candidatus Woesebacteria,2,12-16 cm
Bacteria;Patescibacteria;Microgenomatia;Candidatus Woesebacteria,Med_04,100,Mediterranean,Bacteria,Patescibacteria,Microgenomatia,Candidatus Woesebacteria,1,0-4 cm
Bacteria;Patescibacteria;Microgenomatia;Candidatus Woesebacteria,CS_2_2024,101,Caspian,Bacteria,Patescibacteria,Microgenomatia,Candidatus Woesebacteria,2,20-24 cm
Bacteria;Patescibacteria;Microgenomatia;Candidatus Woesebacteria,Med_1216,68,Mediterranean,Bacteria,Patescibacteria,Microgenomatia,Candidatus Woesebacteria,1,12-16 cm
Bacteria;Patescibacteria;Microgenomatia;Candidatus Woesebacteria,CS_2_3235,96,Caspian,Bacteria,Patescibacteria,Microgenomatia,Candidatus Woesebacteria,2,32-35 cm
Bacteria;Patescibacteria;Microgenomatia;Candidatus Woesebacteria,Med_1620,58,Mediterranean,Bacteria,Patescibacteria,Microgenomatia,Candidatus Woesebacteria,1,16-20 cm
Bacteria;Patescibacteria;Microgenomatia;Candidatus Woesebacteria,CS_2_48,98,Caspian,Bacteria,Patescibacteria,Microgenomatia,Candidatus Woesebacteria,2,4-8 cm
Bacteria;Patescibacteria;Microgenomatia;Candidatus Woesebacteria,Med_2428,91,Mediterranean,Bacteria,Patescibacteria,Microgenomatia,Candidatus Woesebacteria,1,24-28 cm
Bacteria;Patescibacteria;Microgenomatia;Candidatus Woesebacteria,CS_2_812,89,Caspian,Bacteria,Patescibacteria,Microgenomatia,Candidatus Woesebacteria,2,8-12 cm
Bacteria;Patescibacteria;Microgenomatia;Candidatus Woesebacteria,Med_48,101,Mediterranean,Bacteria,Patescibacteria,Microgenomatia,Candidatus Woesebacteria,1,4-8 cm
Bacteria;Patescibacteria;Microgenomatia;Candidatus Woesebacteria,CS_48,136,Caspian,Bacteria,Patescibacteria,Microgenomatia,Candidatus Woesebacteria,1,4-8 cm
Bacteria;Desulfobacterota;Desulfobacteria;Desulfatiglandales,CS_2_04,20,Caspian,Bacteria,Desulfobacterota,Desulfobacteria,Desulfatiglandales,2,0-4 cm
Bacteria;Desulfobacterota;Desulfobacteria;Desulfatiglandales,CS,165,Caspian,Bacteria,Desulfobacterota,Desulfobacteria,Desulfatiglandales,,
Bacteria;Desulfobacterota;Desulfobacteria;Desulfatiglandales,CS_2_1216,23,Caspian,Bacteria,Desulfobacterota,Desulfobacteria,Desulfatiglandales,2,12-16 cm
Bacteria;Desulfobacterota;Desulfobacteria;Desulfatiglandales,Med_04,239,Mediterranean,Bacteria,Desulfobacterota,Desulfobacteria,Desulfatiglandales,1,0-4 cm
Bacteria;Desulfobacterota;Desulfobacteria;Desulfatiglandales,CS_2_2024,205,Caspian,Bacteria,Desulfobacterota,Desulfobacteria,Desulfatiglandales,2,20-24 cm
