Taxonomy,Sample,Abundance,basin,Phylum,Class,Order,Family,Core,Depth
Bacteria;SAR324 clade(Marine group B);uncultured deep-sea bacterium;(uncultured deep-sea bacterium),CS_2_48,NA,Caspian,Bacteria,SAR324 clade(Marine group B),uncultured deep-sea bacterium,(uncultured deep-sea bacterium),2,4-8 cm
Bacteria;SAR324 clade(Marine group B);uncultured deep-sea bacterium;(uncultured deep-sea bacterium),Med_2428,NA,Mediterranean,Bacteria,SAR324 clade(Marine group B),uncultured deep-sea bacterium,(uncultured deep-sea bacterium),1,24-28 cm
Bacteria;SAR324 clade(Marine group B);uncultured deep-sea bacterium;(uncultured deep-sea bacterium),CS_2_812,NA,Caspian,Bacteria,SAR324 clade(Marine group B),uncultured deep-sea bacterium,(uncultured deep-sea bacterium),2,8-12 cm
Bacteria;SAR324 clade(Marine group B);uncultured deep-sea bacterium;(uncultured deep-sea bacterium),Med_48,NA,Mediterranean,Bacteria,SAR324 clade(Marine group B),uncultured deep-sea bacterium,(uncultured deep-sea bacterium),1,4-8 cm
Bacteria;SAR324 clade(Marine group B);uncultured deep-sea bacterium;(uncultured deep-sea bacterium),CS_48,NA,Caspian,Bacteria,SAR324 clade(Marine group B),uncultured deep-sea bacterium,(uncultured deep-sea bacterium),1,4-8 cm
Bacteria;MBNT15;Actinobacteria bacterium RBG_13_63_9;(Actinobacteria bacterium RBG_13_63_9),CS_2_04,NA,Caspian,Bacteria,MBNT15,Actinobacteria bacterium RBG_13_63_9,(Actinobacteria bacterium RBG_13_63_9),2,0-4 cm
Bacteria;MBNT15;Actinobacteria bacterium RBG_13_63_9;(Actinobacteria bacterium RBG_13_63_9),CS,NA,Caspian,Bacteria,MBNT15,Actinobacteria bacterium RBG_13_63_9,(Actinobacteria bacterium RBG_13_63_9),,
Bacteria;MBNT15;Actinobacteria bacterium RBG_13_63_9;(Actinobacteria bacterium RBG_13_63_9),CS_2_1216,2,Caspian,Bacteria,MBNT15,Actinobacteria bacterium RBG_13_63_9,(Actinobacteria bacterium RBG_13_63_9),2,12-16 cm
Bacteria;MBNT15;Actinobacteria bacterium RBG_13_63_9;(Actinobacteria bacterium RBG_13_63_9),Med_04,1,Mediterranean,Bacteria,MBNT15,Actinobacteria bacterium RBG_13_63_9,(Actinobacteria bacterium RBG_13_63_9),1,0-4 cm
Bacteria;MBNT15;Actinobacteria bacterium RBG_13_63_9;(Actinobacteria bacterium RBG_13_63_9),CS_2_2024,NA,Caspian,Bacteria,MBNT15,Actinobacteria bacterium RBG_13_63_9,(Actinobacteria bacterium RBG_13_63_9),2,20-24 cm
Bacteria;MBNT15;Actinobacteria bacterium RBG_13_63_9;(Actinobacteria bacterium RBG_13_63_9),Med_1216,NA,Mediterranean,Bacteria,MBNT15,Actinobacteria bacterium RBG_13_63_9,(Actinobacteria bacterium RBG_13_63_9),1,12-16 cm
Bacteria;MBNT15;Actinobacteria bacterium RBG_13_63_9;(Actinobacteria bacterium RBG_13_63_9),CS_2_3235,NA,Caspian,Bacteria,MBNT15,Actinobacteria bacterium RBG_13_63_9,(Actinobacteria bacterium RBG_13_63_9),2,32-35 cm
Bacteria;MBNT15;Actinobacteria bacterium RBG_13_63_9;(Actinobacteria bacterium RBG_13_63_9),Med_1620,3,Mediterranean,Bacteria,MBNT15,Actinobacteria bacterium RBG_13_63_9,(Actinobacteria bacterium RBG_13_63_9),1,16-20 cm
Bacteria;MBNT15;Actinobacteria bacterium RBG_13_63_9;(Actinobacteria bacterium RBG_13_63_9),CS_2_48,NA,Caspian,Bacteria,MBNT15,Actinobacteria bacterium RBG_13_63_9,(Actinobacteria bacterium RBG_13_63_9),2,4-8 cm
Bacteria;MBNT15;Actinobacteria bacterium RBG_13_63_9;(Actinobacteria bacterium RBG_13_63_9),Med_2428,NA,Mediterranean,Bacteria,MBNT15,Actinobacteria bacterium RBG_13_63_9,(Actinobacteria bacterium RBG_13_63_9),1,24-28 cm
Bacteria;MBNT15;Actinobacteria bacterium RBG_13_63_9;(Actinobacteria bacterium RBG_13_63_9),CS_2_812,6,Caspian,Bacteria,MBNT15,Actinobacteria bacterium RBG_13_63_9,(Actinobacteria bacterium RBG_13_63_9),2,8-12 cm
Bacteria;MBNT15;Actinobacteria bacterium RBG_13_63_9;(Actinobacteria bacterium RBG_13_63_9),Med_48,3,Mediterranean,Bacteria,MBNT15,Actinobacteria bacterium RBG_13_63_9,(Actinobacteria bacterium RBG_13_63_9),1,4-8 cm
Bacteria;MBNT15;Actinobacteria bacterium RBG_13_63_9;(Actinobacteria bacterium RBG_13_63_9),CS_48,NA,Caspian,Bacteria,MBNT15,Actinobacteria bacterium RBG_13_63_9,(Actinobacteria bacterium RBG_13_63_9),1,4-8 cm
Bacteria;Planctomycetota;Pla4 lineage;metagenome,CS_2_04,NA,Caspian,Bacteria,Planctomycetota,Pla4 lineage,metagenome,2,0-4 cm
Bacteria;Planctomycetota;Pla4 lineage;metagenome,CS,NA,Caspian,Bacteria,Planctomycetota,Pla4 lineage,metagenome,,
Bacteria;Planctomycetota;Pla4 lineage;metagenome,CS_2_1216,2,Caspian,Bacteria,Planctomycetota,Pla4 lineage,metagenome,2,12-16 cm
Bacteria;Planctomycetota;Pla4 lineage;metagenome,Med_04,NA,Mediterranean,Bacteria,Planctomycetota,Pla4 lineage,metagenome,1,0-4 cm
Bacteria;Planctomycetota;Pla4 lineage;metagenome,CS_2_2024,2,Caspian,Bacteria,Planctomycetota,Pla4 lineage,metagenome,2,20-24 cm
Bacteria;Planctomycetota;Pla4 lineage;metagenome,Med_1216,NA,Mediterranean,Bacteria,Planctomycetota,Pla4 lineage,metagenome,1,12-16 cm
Bacteria;Planctomycetota;Pla4 lineage;metagenome,CS_2_3235,NA,Caspian,Bacteria,Planctomycetota,Pla4 lineage,metagenome,2,32-35 cm
Bacteria;Planctomycetota;Pla4 lineage;metagenome,Med_1620,NA,Mediterranean,Bacteria,Planctomycetota,Pla4 lineage,metagenome,1,16-20 cm
Bacteria;Planctomycetota;Pla4 lineage;metagenome,CS_2_48,NA,Caspian,Bacteria,Planctomycetota,Pla4 lineage,metagenome,2,4-8 cm
Bacteria;Planctomycetota;Pla4 lineage;metagenome,Med_2428,NA,Mediterranean,Bacteria,Planctomycetota,Pla4 lineage,metagenome,1,24-28 cm
Bacteria;Planctomycetota;Pla4 lineage;metagenome,CS_2_812,NA,Caspian,Bacteria,Planctomycetota,Pla4 lineage,metagenome,2,8-12 cm
Bacteria;Planctomycetota;Pla4 lineage;metagenome,Med_48,NA,Mediterranean,Bacteria,Planctomycetota,Pla4 lineage,metagenome,1,4-8 cm
Bacteria;Planctomycetota;Pla4 lineage;metagenome,CS_48,NA,Caspian,Bacteria,Planctomycetota,Pla4 lineage,metagenome,1,4-8 cm
Bacteria;Acidobacteriota;Subgroup 21;uncultured Acidobacterium sp.,CS_2_04,NA,Caspian,Bacteria,Acidobacteriota,Subgroup 21,uncultured Acidobacterium sp.,2,0-4 cm
Bacteria;Acidobacteriota;Subgroup 21;uncultured Acidobacterium sp.,CS,NA,Caspian,Bacteria,Acidobacteriota,Subgroup 21,uncultured Acidobacterium sp.,,
Bacteria;Acidobacteriota;Subgroup 21;uncultured Acidobacterium sp.,CS_2_1216,2,Caspian,Bacteria,Acidobacteriota,Subgroup 21,uncultured Acidobacterium sp.,2,12-16 cm
Bacteria;Acidobacteriota;Subgroup 21;uncultured Acidobacterium sp.,Med_04,NA,Mediterranean,Bacteria,Acidobacteriota,Subgroup 21,uncultured Acidobacterium sp.,1,0-4 cm
Bacteria;Acidobacteriota;Subgroup 21;uncultured Acidobacterium sp.,CS_2_2024,NA,Caspian,Bacteria,Acidobacteriota,Subgroup 21,uncultured Acidobacterium sp.,2,20-24 cm
Bacteria;Acidobacteriota;Subgroup 21;uncultured Acidobacterium sp.,Med_1216,NA,Mediterranean,Bacteria,Acidobacteriota,Subgroup 21,uncultured Acidobacterium sp.,1,12-16 cm
Bacteria;Acidobacteriota;Subgroup 21;uncultured Acidobacterium sp.,CS_2_3235,NA,Caspian,Bacteria,Acidobacteriota,Subgroup 21,uncultured Acidobacterium sp.,2,32-35 cm
Bacteria;Acidobacteriota;Subgroup 21;uncultured Acidobacterium sp.,Med_1620,NA,Mediterranean,Bacteria,Acidobacteriota,Subgroup 21,uncultured Acidobacterium sp.,1,16-20 cm
Bacteria;Acidobacteriota;Subgroup 21;uncultured Acidobacterium sp.,CS_2_48,NA,Caspian,Bacteria,Acidobacteriota,Subgroup 21,uncultured Acidobacterium sp.,2,4-8 cm
Bacteria;Acidobacteriota;Subgroup 21;uncultured Acidobacterium sp.,Med_2428,NA,Mediterranean,Bacteria,Acidobacteriota,Subgroup 21,uncultured Acidobacterium sp.,1,24-28 cm
Bacteria;Acidobacteriota;Subgroup 21;uncultured Acidobacterium sp.,CS_2_812,NA,Caspian,Bacteria,Acidobacteriota,Subgroup 21,uncultured Acidobacterium sp.,2,8-12 cm
Bacteria;Acidobacteriota;Subgroup 21;uncultured Acidobacterium sp.,Med_48,NA,Mediterranean,Bacteria,Acidobacteriota,Subgroup 21,uncultured Acidobacterium sp.,1,4-8 cm
Bacteria;Acidobacteriota;Subgroup 21;uncultured Acidobacterium sp.,CS_48,NA,Caspian,Bacteria,Acidobacteriota,Subgroup 21,uncultured Acidobacterium sp.,1,4-8 cm
Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales,CS_2_04,NA,Caspian,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,2,0-4 cm
Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales,CS,NA,Caspian,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,,
Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales,CS_2_1216,2,Caspian,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,2,12-16 cm
Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales,Med_04,NA,Mediterranean,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,1,0-4 cm
Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales,CS_2_2024,NA,Caspian,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,2,20-24 cm
Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales,Med_1216,NA,Mediterranean,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,1,12-16 cm
Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales,CS_2_3235,NA,Caspian,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,2,32-35 cm
Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales,Med_1620,NA,Mediterranean,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,1,16-20 cm
Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales,CS_2_48,NA,Caspian,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,2,4-8 cm
Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales,Med_2428,NA,Mediterranean,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,1,24-28 cm
Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales,CS_2_812,4,Caspian,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,2,8-12 cm
Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales,Med_48,NA,Mediterranean,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,1,4-8 cm
Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales,CS_48,1,Caspian,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,1,4-8 cm
Bacteria;Myxococcota;Polyangia;mle1-27,CS_2_04,NA,Caspian,Bacteria,Myxococcota,Polyangia,mle1-27,2,0-4 cm
Bacteria;Myxococcota;Polyangia;mle1-27,CS,NA,Caspian,Bacteria,Myxococcota,Polyangia,mle1-27,,
Bacteria;Myxococcota;Polyangia;mle1-27,CS_2_1216,2,Caspian,Bacteria,Myxococcota,Polyangia,mle1-27,2,12-16 cm
Bacteria;Myxococcota;Polyangia;mle1-27,Med_04,NA,Mediterranean,Bacteria,Myxococcota,Polyangia,mle1-27,1,0-4 cm
Bacteria;Myxococcota;Polyangia;mle1-27,CS_2_2024,NA,Caspian,Bacteria,Myxococcota,Polyangia,mle1-27,2,20-24 cm
Bacteria;Myxococcota;Polyangia;mle1-27,Med_1216,NA,Mediterranean,Bacteria,Myxococcota,Polyangia,mle1-27,1,12-16 cm
Bacteria;Myxococcota;Polyangia;mle1-27,CS_2_3235,NA,Caspian,Bacteria,Myxococcota,Polyangia,mle1-27,2,32-35 cm
Bacteria;Myxococcota;Polyangia;mle1-27,Med_1620,NA,Mediterranean,Bacteria,Myxococcota,Polyangia,mle1-27,1,16-20 cm
Bacteria;Myxococcota;Polyangia;mle1-27,CS_2_48,NA,Caspian,Bacteria,Myxococcota,Polyangia,mle1-27,2,4-8 cm
Bacteria;Myxococcota;Polyangia;mle1-27,Med_2428,NA,Mediterranean,Bacteria,Myxococcota,Polyangia,mle1-27,1,24-28 cm
Bacteria;Myxococcota;Polyangia;mle1-27,CS_2_812,3,Caspian,Bacteria,Myxococcota,Polyangia,mle1-27,2,8-12 cm
Bacteria;Myxococcota;Polyangia;mle1-27,Med_48,NA,Mediterranean,Bacteria,Myxococcota,Polyangia,mle1-27,1,4-8 cm
Bacteria;Myxococcota;Polyangia;mle1-27,CS_48,NA,Caspian,Bacteria,Myxococcota,Polyangia,mle1-27,1,4-8 cm
Archaea;Crenarchaeota;Bathyarchaeia;uncultured miscellaneous Crenarchaeota group,CS_2_04,NA,Caspian,Archaea,Crenarchaeota,Bathyarchaeia,uncultured miscellaneous Crenarchaeota group,2,0-4 cm
Archaea;Crenarchaeota;Bathyarchaeia;uncultured miscellaneous Crenarchaeota group,CS,NA,Caspian,Archaea,Crenarchaeota,Bathyarchaeia,uncultured miscellaneous Crenarchaeota group,,
Archaea;Crenarchaeota;Bathyarchaeia;uncultured miscellaneous Crenarchaeota group,CS_2_1216,2,Caspian,Archaea,Crenarchaeota,Bathyarchaeia,uncultured miscellaneous Crenarchaeota group,2,12-16 cm
Archaea;Crenarchaeota;Bathyarchaeia;uncultured miscellaneous Crenarchaeota group,Med_04,NA,Mediterranean,Archaea,Crenarchaeota,Bathyarchaeia,uncultured miscellaneous Crenarchaeota group,1,0-4 cm
Archaea;Crenarchaeota;Bathyarchaeia;uncultured miscellaneous Crenarchaeota group,CS_2_2024,NA,Caspian,Archaea,Crenarchaeota,Bathyarchaeia,uncultured miscellaneous Crenarchaeota group,2,20-24 cm
Archaea;Crenarchaeota;Bathyarchaeia;uncultured miscellaneous Crenarchaeota group,Med_1216,NA,Mediterranean,Archaea,Crenarchaeota,Bathyarchaeia,uncultured miscellaneous Crenarchaeota group,1,12-16 cm
Archaea;Crenarchaeota;Bathyarchaeia;uncultured miscellaneous Crenarchaeota group,CS_2_3235,NA,Caspian,Archaea,Crenarchaeota,Bathyarchaeia,uncultured miscellaneous Crenarchaeota group,2,32-35 cm
Archaea;Crenarchaeota;Bathyarchaeia;uncultured miscellaneous Crenarchaeota group,Med_1620,NA,Mediterranean,Archaea,Crenarchaeota,Bathyarchaeia,uncultured miscellaneous Crenarchaeota group,1,16-20 cm
Archaea;Crenarchaeota;Bathyarchaeia;uncultured miscellaneous Crenarchaeota group,CS_2_48,NA,Caspian,Archaea,Crenarchaeota,Bathyarchaeia,uncultured miscellaneous Crenarchaeota group,2,4-8 cm
Archaea;Crenarchaeota;Bathyarchaeia;uncultured miscellaneous Crenarchaeota group,Med_2428,NA,Mediterranean,Archaea,Crenarchaeota,Bathyarchaeia,uncultured miscellaneous Crenarchaeota group,1,24-28 cm
Archaea;Crenarchaeota;Bathyarchaeia;uncultured miscellaneous Crenarchaeota group,CS_2_812,NA,Caspian,Archaea,Crenarchaeota,Bathyarchaeia,uncultured miscellaneous Crenarchaeota group,2,8-12 cm
Archaea;Crenarchaeota;Bathyarchaeia;uncultured miscellaneous Crenarchaeota group,Med_48,NA,Mediterranean,Archaea,Crenarchaeota,Bathyarchaeia,uncultured miscellaneous Crenarchaeota group,1,4-8 cm
Archaea;Crenarchaeota;Bathyarchaeia;uncultured miscellaneous Crenarchaeota group,CS_48,NA,Caspian,Archaea,Crenarchaeota,Bathyarchaeia,uncultured miscellaneous Crenarchaeota group,1,4-8 cm
Bacteria;Myxococcota;bacteriap25;Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_50_11,CS_2_04,NA,Caspian,Bacteria,Myxococcota,bacteriap25,Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_50_11,2,0-4 cm
Bacteria;Myxococcota;bacteriap25;Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_50_11,CS,NA,Caspian,Bacteria,Myxococcota,bacteriap25,Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_50_11,,
Bacteria;Myxococcota;bacteriap25;Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_50_11,CS_2_1216,2,Caspian,Bacteria,Myxococcota,bacteriap25,Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_50_11,2,12-16 cm
Bacteria;Myxococcota;bacteriap25;Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_50_11,Med_04,NA,Mediterranean,Bacteria,Myxococcota,bacteriap25,Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_50_11,1,0-4 cm
Bacteria;Myxococcota;bacteriap25;Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_50_11,CS_2_2024,NA,Caspian,Bacteria,Myxococcota,bacteriap25,Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_50_11,2,20-24 cm
Bacteria;Myxococcota;bacteriap25;Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_50_11,Med_1216,NA,Mediterranean,Bacteria,Myxococcota,bacteriap25,Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_50_11,1,12-16 cm
Bacteria;Myxococcota;bacteriap25;Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_50_11,CS_2_3235,NA,Caspian,Bacteria,Myxococcota,bacteriap25,Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_50_11,2,32-35 cm
Bacteria;Myxococcota;bacteriap25;Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_50_11,Med_1620,NA,Mediterranean,Bacteria,Myxococcota,bacteriap25,Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_50_11,1,16-20 cm
Bacteria;Myxococcota;bacteriap25;Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_50_11,CS_2_48,NA,Caspian,Bacteria,Myxococcota,bacteriap25,Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_50_11,2,4-8 cm
Bacteria;Myxococcota;bacteriap25;Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_50_11,Med_2428,NA,Mediterranean,Bacteria,Myxococcota,bacteriap25,Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_50_11,1,24-28 cm
Bacteria;Myxococcota;bacteriap25;Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_50_11,CS_2_812,NA,Caspian,Bacteria,Myxococcota,bacteriap25,Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_50_11,2,8-12 cm
Bacteria;Myxococcota;bacteriap25;Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_50_11,Med_48,NA,Mediterranean,Bacteria,Myxococcota,bacteriap25,Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_50_11,1,4-8 cm
Bacteria;Myxococcota;bacteriap25;Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_50_11,CS_48,NA,Caspian,Bacteria,Myxococcota,bacteriap25,Deltaproteobacteria bacterium RIFCSPLOWO2_12_FULL_50_11,1,4-8 cm
Bacteria;Proteobacteria;Gammaproteobacteria;EC3,CS_2_04,NA,Caspian,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,2,0-4 cm
Bacteria;Proteobacteria;Gammaproteobacteria;EC3,CS,NA,Caspian,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,,
Bacteria;Proteobacteria;Gammaproteobacteria;EC3,CS_2_1216,2,Caspian,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,2,12-16 cm
Bacteria;Proteobacteria;Gammaproteobacteria;EC3,Med_04,1,Mediterranean,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,1,0-4 cm
Bacteria;Proteobacteria;Gammaproteobacteria;EC3,CS_2_2024,14,Caspian,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,2,20-24 cm
Bacteria;Proteobacteria;Gammaproteobacteria;EC3,Med_1216,NA,Mediterranean,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,1,12-16 cm
Bacteria;Proteobacteria;Gammaproteobacteria;EC3,CS_2_3235,7,Caspian,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,2,32-35 cm
Bacteria;Proteobacteria;Gammaproteobacteria;EC3,Med_1620,NA,Mediterranean,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,1,16-20 cm
Bacteria;Proteobacteria;Gammaproteobacteria;EC3,CS_2_48,19,Caspian,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,2,4-8 cm
Bacteria;Proteobacteria;Gammaproteobacteria;EC3,Med_2428,NA,Mediterranean,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,1,24-28 cm
Bacteria;Proteobacteria;Gammaproteobacteria;EC3,CS_2_812,17,Caspian,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,2,8-12 cm
Bacteria;Proteobacteria;Gammaproteobacteria;EC3,Med_48,1,Mediterranean,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,1,4-8 cm
Bacteria;Proteobacteria;Gammaproteobacteria;EC3,CS_48,6,Caspian,Bacteria,Proteobacteria,Gammaproteobacteria,EC3,1,4-8 cm
Bacteria;Chloroflexi;Gitt-GS-136;uncultured bacterium,CS_2_04,NA,Caspian,Bacteria,Chloroflexi,Gitt-GS-136,uncultured bacterium,2,0-4 cm
Bacteria;Chloroflexi;Gitt-GS-136;uncultured bacterium,CS,NA,Caspian,Bacteria,Chloroflexi,Gitt-GS-136,uncultured bacterium,,
Bacteria;Chloroflexi;Gitt-GS-136;uncultured bacterium,CS_2_1216,2,Caspian,Bacteria,Chloroflexi,Gitt-GS-136,uncultured bacterium,2,12-16 cm
Bacteria;Chloroflexi;Gitt-GS-136;uncultured bacterium,Med_04,NA,Mediterranean,Bacteria,Chloroflexi,Gitt-GS-136,uncultured bacterium,1,0-4 cm
Bacteria;Chloroflexi;Gitt-GS-136;uncultured bacterium,CS_2_2024,NA,Caspian,Bacteria,Chloroflexi,Gitt-GS-136,uncultured bacterium,2,20-24 cm
Bacteria;Chloroflexi;Gitt-GS-136;uncultured bacterium,Med_1216,NA,Mediterranean,Bacteria,Chloroflexi,Gitt-GS-136,uncultured bacterium,1,12-16 cm
Bacteria;Chloroflexi;Gitt-GS-136;uncultured bacterium,CS_2_3235,2,Caspian,Bacteria,Chloroflexi,Gitt-GS-136,uncultured bacterium,2,32-35 cm
Bacteria;Chloroflexi;Gitt-GS-136;uncultured bacterium,Med_1620,NA,Mediterranean,Bacteria,Chloroflexi,Gitt-GS-136,uncultured bacterium,1,16-20 cm
Bacteria;Chloroflexi;Gitt-GS-136;uncultured bacterium,CS_2_48,NA,Caspian,Bacteria,Chloroflexi,Gitt-GS-136,uncultured bacterium,2,4-8 cm
Bacteria;Chloroflexi;Gitt-GS-136;uncultured bacterium,Med_2428,NA,Mediterranean,Bacteria,Chloroflexi,Gitt-GS-136,uncultured bacterium,1,24-28 cm
Bacteria;Chloroflexi;Gitt-GS-136;uncultured bacterium,CS_2_812,NA,Caspian,Bacteria,Chloroflexi,Gitt-GS-136,uncultured bacterium,2,8-12 cm
Bacteria;Chloroflexi;Gitt-GS-136;uncultured bacterium,Med_48,NA,Mediterranean,Bacteria,Chloroflexi,Gitt-GS-136,uncultured bacterium,1,4-8 cm
Bacteria;Chloroflexi;Gitt-GS-136;uncultured bacterium,CS_48,NA,Caspian,Bacteria,Chloroflexi,Gitt-GS-136,uncultured bacterium,1,4-8 cm
Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales,CS_2_04,NA,Caspian,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,2,0-4 cm
Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales,CS,NA,Caspian,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,,
Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales,CS_2_1216,2,Caspian,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,2,12-16 cm
Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales,Med_04,2,Mediterranean,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,1,0-4 cm
Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales,CS_2_2024,1,Caspian,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,2,20-24 cm
Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales,Med_1216,NA,Mediterranean,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,1,12-16 cm
Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales,CS_2_3235,1,Caspian,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,2,32-35 cm
Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales,Med_1620,NA,Mediterranean,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,1,16-20 cm
Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales,CS_2_48,NA,Caspian,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,2,4-8 cm
Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales,Med_2428,1,Mediterranean,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,1,24-28 cm
Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales,CS_2_812,3,Caspian,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,2,8-12 cm
Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales,Med_48,1,Mediterranean,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,1,4-8 cm
Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales,CS_48,2,Caspian,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,1,4-8 cm
Bacteria;Chloroflexi;TK10;metagenome,CS_2_04,NA,Caspian,Bacteria,Chloroflexi,TK10,metagenome,2,0-4 cm
Bacteria;Chloroflexi;TK10;metagenome,CS,NA,Caspian,Bacteria,Chloroflexi,TK10,metagenome,,
Bacteria;Chloroflexi;TK10;metagenome,CS_2_1216,1,Caspian,Bacteria,Chloroflexi,TK10,metagenome,2,12-16 cm
Bacteria;Chloroflexi;TK10;metagenome,Med_04,NA,Mediterranean,Bacteria,Chloroflexi,TK10,metagenome,1,0-4 cm
Bacteria;Chloroflexi;TK10;metagenome,CS_2_2024,NA,Caspian,Bacteria,Chloroflexi,TK10,metagenome,2,20-24 cm
Bacteria;Chloroflexi;TK10;metagenome,Med_1216,NA,Mediterranean,Bacteria,Chloroflexi,TK10,metagenome,1,12-16 cm
Bacteria;Chloroflexi;TK10;metagenome,CS_2_3235,NA,Caspian,Bacteria,Chloroflexi,TK10,metagenome,2,32-35 cm
Bacteria;Chloroflexi;TK10;metagenome,Med_1620,NA,Mediterranean,Bacteria,Chloroflexi,TK10,metagenome,1,16-20 cm
